ano	regiao	sg_estado	id_cbo	renda_mensal_total	total_empregos	total_estabelecimentos
2014	Norte	TO	6326	157426.17	157	39
2014	Norte	TO	6410	3969161.66	2725	1176
2014	Norte	TO	6420	301895.02	253	73
2014	Norte	TO	6430	19375.17	11	6
2014	Norte	TO	7101	183767.98	39	18
2014	Norte	TO	7102	1567624.32	625	310
2014	Norte	TO	7111	166205.29	100	23
2014	Norte	TO	7112	377144.36	233	86
2014	Norte	TO	7113	72733.83	39	11
2014	Norte	TO	7121	174961.42	145	50
2014	Norte	TO	7122	97770.37	77	35
2014	Norte	TO	7151	2229735.75	1249	440
2014	Norte	TO	7152	3998209.87	2777	648
2014	Norte	TO	7153	785891.77	501	139
2014	Norte	TO	7154	377527.62	294	116
2014	Norte	TO	7155	1174356.67	749	209
2014	Norte	TO	7156	1470849.62	913	225
2014	Norte	TO	7157	28168.39	23	13
2014	Norte	TO	7161	27019.79	19	9
2014	Norte	TO	7162	6705.26	2	1
2014	Norte	TO	7163	178140.14	173	57
2014	Norte	TO	7164	100718.58	98	35
2014	Norte	TO	7165	88252.68	76	38
2014	Norte	TO	7166	323506.3	232	105
2014	Norte	TO	7170	4695946.08	5023	680
2014	Norte	TO	7201	42199.68	20	16
2014	Norte	TO	7202	14978.94	10	9
2014	Norte	TO	7211	21866.87	20	12
2014	Norte	TO	7212	335631.58	219	98
2014	Norte	TO	7213	6784.86	7	4
2014	Norte	TO	7214	26516.66	16	9
2014	Norte	TO	7221	3028.62	3	2
2014	Norte	TO	7222	6457.31	7	3
2014	Norte	TO	7223	72620.79	60	9
2014	Norte	TO	7224	2639.1	2	2
2014	Norte	TO	7232	2696.08	3	3
2014	Norte	TO	7233	179247.39	139	79
2014	Norte	TO	7241	880288.35	553	98
2014	Norte	TO	7242	146511.11	130	47
2014	Norte	TO	7243	791503.41	536	276
2014	Norte	TO	7244	410453.63	346	177
2014	Norte	TO	7245	56876.15	40	18
2014	Norte	TO	7250	143827.52	115	63
2014	Norte	TO	7251	100976.52	88	45
2014	Norte	TO	7252	21256.98	18	13
2014	Norte	TO	7253	58302.61	45	19
2014	Norte	TO	7254	54629.31	20	7
2014	Norte	TO	7255	11165.56	10	9
2014	Norte	TO	7256	1006.49	1	1
2014	Norte	TO	7257	75346.21	58	31
2014	Norte	TO	7301	12030.94	7	7
2014	Norte	TO	7311	199825.48	183	67
2014	Norte	TO	7312	12297.3	9	4
2014	Norte	TO	7313	122491.45	66	12
2014	Norte	TO	7321	2091669.63	980	95
2014	Norte	TO	7401	91372.17	26	4
2014	Norte	TO	7411	158703.12	80	19
2014	Norte	TO	7501	1241.32	1	1
2014	Norte	TO	7502	1394	1	1
2014	Norte	TO	7510	5493.33	6	4
2014	Norte	TO	7511	10977.25	10	8
2014	Norte	TO	7521	9587.1	8	4
2014	Norte	TO	7522	29147.16	25	14
2014	Norte	TO	7523	527406.01	569	69
2014	Norte	TO	7524	10803.73	7	5
2014	Norte	TO	7601	3511.98	2	1
2014	Norte	TO	7602	6472.79	2	2
2014	Norte	TO	7603	18102.69	15	10
2014	Norte	TO	7604	1448	1	1
2014	Norte	TO	7605	11354.71	5	3
2014	Norte	TO	7606	11259.67	6	2
2014	Norte	TO	7610	935.27	1	1
2014	Norte	TO	7611	1013.6	1	1
2014	Norte	TO	7612	15695.28	16	9
2014	Norte	TO	7613	9737.9	8	4
2014	Norte	TO	7614	5900.7	5	4
2014	Norte	TO	7618	1254.62	1	1
2014	Norte	TO	7620	117431.75	118	6
2014	Norte	TO	7621	63782.21	52	5
2014	Norte	TO	7622	41735.65	29	3
2014	Norte	TO	7623	194673.8	171	122
2014	Norte	TO	7630	147909.79	173	73
2014	Norte	TO	7631	225304.76	267	87
2014	Norte	TO	7632	181407.15	215	65
2014	Norte	TO	7633	28409.52	32	19
2014	Norte	TO	7640	1756.42	2	2
2014	Norte	TO	7641	13505.15	14	4
2014	Norte	TO	7642	2902.5	4	2
2014	Norte	TO	7643	3017.59	3	3
2014	Norte	TO	7651	24235.33	23	9
2014	Norte	TO	7652	30141.53	33	11
2014	Norte	TO	7653	4137.28	5	3
2014	Norte	TO	7661	146288.77	104	56
2014	Norte	TO	7662	211282.67	180	89
2014	Norte	TO	7663	42116.96	37	22
2014	Norte	TO	7664	216728.84	60	20
2014	Norte	TO	7681	12092.07	14	11
2014	Norte	TO	7682	6901.13	8	7
2014	Norte	TO	7683	12696.08	10	3
2014	Norte	TO	7686	33421.04	29	18
2014	Norte	TO	7687	1700.5	2	2
2014	Norte	TO	7701	38701.29	21	16
2014	Norte	TO	7711	270659.43	255	112
2014	Norte	TO	7721	3921.76	4	2
2014	Norte	TO	7731	47483.16	37	19
2014	Norte	TO	7732	5181.86	5	1
2014	Norte	TO	7733	37744.82	34	10
2014	Norte	TO	7734	9742.62	8	3
2014	Norte	TO	7735	2050.93	1	1
2014	Norte	TO	7741	539877.5	453	214
2014	Norte	TO	7751	1828.65	2	2
2014	Norte	TO	7764	15560.59	10	2
2014	Norte	TO	7772	2912.99	3	2
2014	Norte	TO	7801	25697.84	15	8
2014	Norte	TO	7817	3000	2	1
2014	Norte	TO	7821	132012.41	97	56
2014	Norte	TO	7822	271677.53	198	99
2014	Norte	TO	7823	6113973.13	4071	1179
2014	Norte	TO	7824	2081297.95	1347	161
2014	Norte	TO	7825	8384086.7	4973	1511
2014	Norte	TO	7826	15128.4	13	9
2014	Norte	TO	7827	203208.9	174	24
2014	Norte	TO	7828	44022.45	39	28
2014	Norte	TO	7831	20447.53	19	12
2014	Norte	TO	7832	2066960.24	1945	524
2014	Norte	TO	7841	677428.64	757	189
2014	Norte	TO	7842	1524699.22	1558	175
2014	Norte	TO	8101	235649.68	41	8
2014	Norte	TO	8103	8194.37	4	3
2014	Norte	TO	8110	8051.09	5	2
2014	Norte	TO	8111	120921.34	70	17
2014	Norte	TO	8112	1699.8	1	1
2014	Norte	TO	8113	6530.25	4	1
2014	Norte	TO	8114	32953.84	11	6
2014	Norte	TO	8115	3256.22	2	1
2014	Norte	TO	8116	110894.47	39	12
2014	Norte	TO	8117	43780.55	30	6
2014	Norte	TO	8118	7094.32	7	2
2014	Norte	TO	8121	934.23	1	1
2014	Norte	TO	8131	278983.63	145	12
2014	Norte	TO	8181	140071.86	108	27
2014	Norte	TO	8201	16768.58	10	3
2014	Norte	TO	8202	36501.82	18	9
2014	Norte	TO	8211	15219.11	13	3
2014	Norte	TO	8212	175217.61	175	32
2014	Norte	TO	8213	6622.71	5	5
2014	Norte	TO	8214	66109.44	43	23
2014	Norte	TO	8221	15731.98	14	8
2014	Norte	TO	8231	3234.07	3	3
2014	Norte	TO	8232	26725.08	16	8
2014	Norte	TO	8233	412978.55	391	77
2014	Norte	TO	8281	260450.23	286	59
2014	Norte	TO	8301	17441.62	3	2
2014	Norte	TO	8311	2805.72	2	1
2014	Norte	TO	8321	6203.78	5	4
2014	Norte	TO	8331	3914.43	4	2
2014	Norte	TO	8332	2302	3	1
2014	Norte	TO	8401	226455.41	74	39
2014	Norte	TO	8411	45886.39	36	13
2014	Norte	TO	8412	1056.12	1	1
2014	Norte	TO	8414	891191.68	906	116
2014	Norte	TO	8415	110294.42	112	12
2014	Norte	TO	8416	3274.02	2	1
2014	Norte	TO	8417	6572.1	8	5
2014	Norte	TO	8418	30258.91	29	13
2014	Norte	TO	8421	10926.01	7	4
2014	Norte	TO	8422	3878.89	3	3
2014	Norte	TO	8481	61481.47	66	47
2014	Norte	TO	8482	90738.27	96	25
2014	Norte	TO	8483	727057.44	638	267
2014	Norte	TO	8484	54494.8	31	17
2014	Norte	TO	8485	3478549.27	2492	481
2014	Norte	TO	8601	628293.25	83	64
2014	Norte	TO	8611	331087.9	60	14
2014	Norte	TO	8612	89704.53	18	6
2014	Norte	TO	8621	803623.9	493	101
2014	Norte	TO	8622	428824.14	220	9
2014	Norte	TO	8623	397248.83	252	12
2014	Norte	TO	8624	22555.51	16	3
2014	Norte	TO	8625	53298.44	39	11
2014	Norte	TO	9101	241961.65	81	53
2014	Norte	TO	9102	73669.11	23	21
2014	Norte	TO	9109	15043.54	6	3
2014	Norte	TO	9111	497956.86	267	106
2014	Norte	TO	9112	89967.42	76	37
2014	Norte	TO	9113	560698.15	277	114
2014	Norte	TO	9131	394465.69	200	96
2014	Norte	TO	9141	175893.26	69	34
2014	Norte	TO	9142	6393.7	5	4
2014	Norte	TO	9143	51476.92	27	14
2014	Norte	TO	9144	2251206.37	1483	578
2014	Norte	TO	9151	14074.39	10	2
2014	Norte	TO	9153	13930.49	9	5
2014	Norte	TO	9191	256583.32	160	78
2014	Norte	TO	9192	160703.92	123	63
2014	Norte	TO	9193	34409.4	37	30
2014	Norte	TO	9501	147451.94	54	24
2014	Norte	TO	9502	20544.04	8	8
2014	Norte	TO	9503	19523.85	4	3
2014	Norte	TO	9511	531497.4	282	118
2014	Norte	TO	9513	53332.37	39	16
2014	Norte	TO	9531	171355.63	121	66
2014	Norte	TO	9541	41816.2	21	10
2014	Norte	TO	9542	6018.1	6	6
2014	Norte	TO	9543	43130.28	32	13
2014	Norte	TO	9911	73127.01	61	12
2014	Norte	TO	9912	1934.34	2	2
2014	Norte	TO	9913	301709.63	190	86
2014	Norte	TO	9921	390135.82	333	169
2014	Norte	TO	9922	1380476.21	1193	308
2014	Norte	TO	xxxx	32228613.39	5778	70
2014	Nordeste	AL	1112	830166.3	338	46
2014	Nordeste	AL	1113	2290111.48	92	2
2014	Nordeste	AL	1114	90538409.74	24302	131
2014	Nordeste	AL	1115	2719.82	2	2
2014	Nordeste	AL	1130	1400	1	1
2014	Nordeste	AL	1141	3509.1	1	1
2014	Nordeste	AL	1142	31089.05	3	3
2014	Nordeste	AL	1143	12480.85	2	2
2014	Nordeste	AL	1144	32890.15	7	5
2014	Nordeste	AL	1210	20959830.42	5363	127
2014	Nordeste	AL	1221	13270.69	7	6
2014	Nordeste	AL	1222	123495.58	6	6
2014	Nordeste	AL	1223	61607.87	25	10
2014	Nordeste	AL	1224	97277.41	17	13
2014	Nordeste	AL	1225	39431.26	9	8
2014	Nordeste	AL	1226	20422.35	12	8
2014	Nordeste	AL	1227	12980.77	7	7
2014	Nordeste	AL	1231	2831909.16	1009	297
2014	Nordeste	AL	1232	42423.31	18	18
2014	Nordeste	AL	1233	369032.58	48	41
2014	Nordeste	AL	1234	13213.98	7	6
2014	Nordeste	AL	1236	29763.09	7	7
2014	Nordeste	AL	1237	8458.14	3	3
2014	Nordeste	AL	1238	18274.06	10	9
2014	Nordeste	AL	1311	429246.18	159	77
2014	Nordeste	AL	1312	476336.69	131	54
2014	Nordeste	AL	1313	1076597.59	309	91
2014	Nordeste	AL	1411	499130.62	90	61
2014	Nordeste	AL	1412	1350373.26	272	187
2014	Nordeste	AL	1413	224057.22	63	49
2014	Nordeste	AL	1414	2689155.04	1188	928
2014	Nordeste	AL	1415	858476.37	404	281
2014	Nordeste	AL	1416	660939.19	214	149
2014	Nordeste	AL	1417	864692.27	133	108
2014	Nordeste	AL	1421	8543630.65	3610	2979
2014	Nordeste	AL	1422	1010066.8	349	297
2014	Nordeste	AL	1423	6030039.24	2417	1892
2014	Nordeste	AL	1424	720402.15	221	172
2014	Nordeste	AL	1425	470767.56	133	110
2014	Nordeste	AL	1426	124203.63	22	22
2014	Nordeste	AL	1427	792310.71	145	105
2014	Nordeste	AL	2011	22520.55	11	5
2014	Nordeste	AL	2012	59608.19	26	2
2014	Nordeste	AL	2021	84634.33	6	4
2014	Nordeste	AL	2030	1216.8	1	1
2014	Nordeste	AL	2031	15198.89	4	4
2014	Nordeste	AL	2032	95537.93	12	4
2014	Nordeste	AL	2033	23658.65	5	2
2014	Nordeste	AL	2034	2821.37	2	2
2014	Nordeste	AL	2035	16734.94	20	5
2014	Nordeste	AL	2041	300506.82	15	1
2014	Nordeste	AL	2111	36965	29	10
2014	Nordeste	AL	2112	15828.49	4	4
2014	Nordeste	AL	2122	4727	2	1
2014	Nordeste	AL	2123	169931.47	68	48
2014	Nordeste	AL	2124	2366622.91	634	258
2014	Nordeste	AL	2131	57114.14	8	5
2014	Nordeste	AL	2132	193077.64	47	32
2014	Nordeste	AL	2134	11751.68	2	2
2014	Nordeste	AL	2140	35612.67	5	5
2014	Nordeste	AL	2141	571023.3	99	60
2014	Nordeste	AL	2142	4064828.64	551	211
2014	Nordeste	AL	2143	1824562.56	189	79
2014	Nordeste	AL	2144	1218736.55	106	41
2014	Nordeste	AL	2145	1070117.8	88	33
2014	Nordeste	AL	2146	7169.87	1	1
2014	Nordeste	AL	2147	108054.94	7	5
2014	Nordeste	AL	2148	89893.6	9	9
2014	Nordeste	AL	2149	1293991.23	177	88
2014	Nordeste	AL	2151	114351.91	30	15
2014	Nordeste	AL	2152	41178.2	10	7
2014	Nordeste	AL	2153	176364.05	17	11
2014	Nordeste	AL	2211	282345.74	79	37
2014	Nordeste	AL	2212	240745.59	118	58
2014	Nordeste	AL	2221	942278.46	123	62
2014	Nordeste	AL	2222	26189.66	5	3
2014	Nordeste	AL	2232	3158938.08	744	129
2014	Nordeste	AL	2233	256699.44	108	69
2014	Nordeste	AL	2234	2941650.62	1329	897
2014	Nordeste	AL	2235	6921246.81	1904	226
2014	Nordeste	AL	2236	717522.84	428	125
2014	Nordeste	AL	2237	961827.8	440	213
2014	Nordeste	AL	2238	213665.11	127	47
2014	Nordeste	AL	2239	153818.68	100	33
2014	Nordeste	AL	2241	281278.93	239	77
2014	Nordeste	AL	2251	8950484.87	1124	161
2014	Nordeste	AL	2252	1464522.15	183	35
2014	Nordeste	AL	2253	321825.28	40	11
2014	Nordeste	AL	2311	5449200.56	2884	133
2014	Nordeste	AL	2312	19211175.27	10339	326
2014	Nordeste	AL	2313	3103609.77	2026	236
2014	Nordeste	AL	2321	6292690.57	2596	205
2014	Nordeste	AL	2331	1855722.85	406	38
2014	Nordeste	AL	2332	1586217.12	713	65
2014	Nordeste	AL	2341	1858667.78	480	25
2014	Nordeste	AL	2342	1606992.86	163	15
2014	Nordeste	AL	2343	1706403.65	211	6
2014	Nordeste	AL	2344	4649084.9	697	55
2014	Nordeste	AL	2345	3451465.22	1171	36
2014	Nordeste	AL	2346	1348421.52	536	133
2014	Nordeste	AL	2347	3147413.69	567	31
2014	Nordeste	AL	2348	3633281.39	862	12
2014	Nordeste	AL	2349	350368.89	71	24
2014	Nordeste	AL	2392	52764.55	31	14
2014	Nordeste	AL	2394	2959906.04	1308	348
2014	Nordeste	AL	2410	2881336.24	519	249
2014	Nordeste	AL	2412	1116088.11	105	42
2014	Nordeste	AL	2413	49904.16	18	14
2014	Nordeste	AL	2422	4030245.15	151	2
2014	Nordeste	AL	2423	489987.5	25	3
2014	Nordeste	AL	2424	2168382.11	107	16
2014	Nordeste	AL	2511	11258.57	4	3
2014	Nordeste	AL	2512	661050.61	145	59
2014	Nordeste	AL	2513	6910.75	2	2
2014	Nordeste	AL	2515	1410202.05	606	214
2014	Nordeste	AL	2516	2181030.58	796	216
2014	Nordeste	AL	2521	3793882.8	867	318
2014	Nordeste	AL	2522	3143269.65	817	456
2014	Nordeste	AL	2523	2235108.84	1158	720
2014	Nordeste	AL	2524	594065.56	258	168
2014	Nordeste	AL	2525	321264.32	147	101
2014	Nordeste	AL	2526	11757.46	2	2
2014	Nordeste	AL	2531	214949.7	104	75
2014	Nordeste	AL	2532	1177471.29	262	62
2014	Nordeste	AL	2533	18661	12	6
2014	Nordeste	AL	2541	1782430.08	96	2
2014	Nordeste	AL	2543	973319.05	87	14
2014	Nordeste	AL	2544	642946.31	417	64
2014	Nordeste	AL	2611	1302312.29	514	165
2014	Nordeste	AL	2612	439338.21	131	61
2014	Nordeste	AL	2613	112574.5	64	38
2014	Nordeste	AL	2614	66245.98	38	11
2014	Nordeste	AL	2615	33146.34	22	19
2014	Nordeste	AL	2616	54093.87	21	9
2014	Nordeste	AL	2617	305417.02	182	65
2014	Nordeste	AL	2618	63238.5	47	24
2014	Nordeste	AL	2621	53266.94	25	21
2014	Nordeste	AL	2622	50174.86	17	8
2014	Nordeste	AL	2623	27593.58	18	13
2014	Nordeste	AL	2624	158078.14	111	77
2014	Nordeste	AL	2625	5537.86	3	2
2014	Nordeste	AL	2626	113871.35	56	24
2014	Nordeste	AL	2627	29946.46	25	14
2014	Nordeste	AL	2628	71512.38	68	46
2014	Nordeste	AL	2629	3499.97	1	1
2014	Nordeste	AL	2631	61151.25	39	15
2014	Nordeste	AL	2711	155045.46	111	85
2014	Nordeste	AL	3001	20252.57	6	5
2014	Nordeste	AL	3003	48796.76	29	15
2014	Nordeste	AL	3011	947129.42	362	66
2014	Nordeste	AL	3012	2132.93	1	1
2014	Nordeste	AL	3111	614832.83	332	45
2014	Nordeste	AL	3112	3931.96	3	3
2014	Nordeste	AL	3113	893.3	1	1
2014	Nordeste	AL	3114	75801.24	72	13
2014	Nordeste	AL	3115	92307.08	47	24
2014	Nordeste	AL	3116	4057.93	3	3
2014	Nordeste	AL	3117	122026.96	129	72
2014	Nordeste	AL	3121	1105993.65	359	137
2014	Nordeste	AL	3122	810199.5	260	39
2014	Nordeste	AL	3123	457624.22	208	60
2014	Nordeste	AL	3131	2653347.5	672	234
2014	Nordeste	AL	3132	1111053.25	713	326
2014	Nordeste	AL	3133	505472.82	232	59
2014	Nordeste	AL	3134	694749.31	168	68
2014	Nordeste	AL	3135	21939.43	8	3
2014	Nordeste	AL	3141	1135627.44	433	148
2014	Nordeste	AL	3142	2544.32	2	2
2014	Nordeste	AL	3143	64232.35	42	16
2014	Nordeste	AL	3144	254393.87	105	55
2014	Nordeste	AL	3146	230646.35	36	14
2014	Nordeste	AL	3147	2211.25	2	2
2014	Nordeste	AL	3161	14617.59	3	3
2014	Nordeste	AL	3163	15666.96	2	2
2014	Nordeste	AL	3171	506649.43	197	99
2014	Nordeste	AL	3172	796281.82	497	221
2014	Nordeste	AL	3180	106765.6	49	36
2014	Nordeste	AL	3181	59660.02	26	19
2014	Nordeste	AL	3182	17568.96	6	5
2014	Nordeste	AL	3183	10585.8	3	3
2014	Nordeste	AL	3184	57379.16	51	36
2014	Nordeste	AL	3185	171302.55	68	42
2014	Nordeste	AL	3186	68649.43	20	15
2014	Nordeste	AL	3187	1508	2	1
2014	Nordeste	AL	3188	22389.04	23	16
2014	Nordeste	AL	3192	1084.6	1	1
2014	Nordeste	AL	3201	47355.52	30	2
2014	Nordeste	AL	3211	817360.58	329	110
2014	Nordeste	AL	3212	29385.94	18	10
2014	Nordeste	AL	3213	5149.09	2	2
2014	Nordeste	AL	3221	95630.92	100	44
2014	Nordeste	AL	3222	13150790.15	9430	438
2014	Nordeste	AL	3223	13752	13	11
2014	Nordeste	AL	3224	898668.12	891	314
2014	Nordeste	AL	3225	23824.04	14	6
2014	Nordeste	AL	3226	36932.46	32	14
2014	Nordeste	AL	3231	4667.04	3	3
2014	Nordeste	AL	3241	899407.75	407	90
2014	Nordeste	AL	3242	547024.42	396	81
2014	Nordeste	AL	3250	750.96	1	1
2014	Nordeste	AL	3251	151230.55	135	46
2014	Nordeste	AL	3252	124037.15	101	62
2014	Nordeste	AL	3281	9237.83	3	2
2014	Nordeste	AL	3311	2720229.3	2000	231
2014	Nordeste	AL	3312	20501138.08	10484	225
2014	Nordeste	AL	3313	796834.17	345	20
2014	Nordeste	AL	3321	1018899.5	442	44
2014	Nordeste	AL	3322	373067.09	372	21
2014	Nordeste	AL	3331	915214.78	790	138
2014	Nordeste	AL	3341	14109882.03	7061	84
2014	Nordeste	AL	3411	111977.62	17	5
2014	Nordeste	AL	3412	54258.44	22	8
2014	Nordeste	AL	3413	54205.76	14	7
2014	Nordeste	AL	3421	668364.4	290	99
2014	Nordeste	AL	3422	89094.23	100	52
2014	Nordeste	AL	3423	540551.97	269	138
2014	Nordeste	AL	3424	178445.76	34	5
2014	Nordeste	AL	3425	408245.19	158	10
2014	Nordeste	AL	3426	15659.7	5	3
2014	Nordeste	AL	3511	3104314.34	784	179
2014	Nordeste	AL	3513	703723.45	341	155
2014	Nordeste	AL	3514	4499827.91	634	98
2014	Nordeste	AL	3515	476917.58	337	209
2014	Nordeste	AL	3516	1527193.92	602	270
2014	Nordeste	AL	3517	235070.67	141	56
2014	Nordeste	AL	3518	4296728.43	914	7
2014	Nordeste	AL	3522	4782946.67	2706	94
2014	Nordeste	AL	3523	210656.63	107	26
2014	Nordeste	AL	3532	189216.44	80	64
2014	Nordeste	AL	3541	2667330.88	2105	644
2014	Nordeste	AL	3542	864132.24	383	232
2014	Nordeste	AL	3543	50851.42	11	8
2014	Nordeste	AL	3544	27928.72	13	11
2014	Nordeste	AL	3545	1330	1	1
2014	Nordeste	AL	3546	9148.63	5	4
2014	Nordeste	AL	3547	13137.63	12	8
2014	Nordeste	AL	3548	208795.26	122	62
2014	Nordeste	AL	3711	254740.84	204	66
2014	Nordeste	AL	3712	1012.37	1	1
2014	Nordeste	AL	3713	20590.24	12	7
2014	Nordeste	AL	3714	457499.34	487	77
2014	Nordeste	AL	3721	94772.29	67	22
2014	Nordeste	AL	3722	62581.45	30	18
2014	Nordeste	AL	3731	134904.59	116	47
2014	Nordeste	AL	3732	236746.72	115	37
2014	Nordeste	AL	3741	82481.46	71	36
2014	Nordeste	AL	3742	22572	12	6
2014	Nordeste	AL	3743	11381.38	11	2
2014	Nordeste	AL	3744	131713.33	129	56
2014	Nordeste	AL	3751	115569.61	112	60
2014	Nordeste	AL	3762	2054.92	3	2
2014	Nordeste	AL	3763	96411.37	45	23
2014	Nordeste	AL	3771	86632.13	78	7
2014	Nordeste	AL	3772	20193.45	6	2
2014	Nordeste	AL	3911	807717.05	437	147
2014	Nordeste	AL	3912	1387248.08	569	156
2014	Nordeste	AL	3951	1603102.13	206	12
2014	Nordeste	AL	4101	9607090.68	3285	993
2014	Nordeste	AL	4102	1192638.86	594	380
2014	Nordeste	AL	4110	107470532.2	56474	7694
2014	Nordeste	AL	4121	1401627	1031	329
2014	Nordeste	AL	4122	2362812.12	2701	1051
2014	Nordeste	AL	4131	2796439.11	2039	994
2014	Nordeste	AL	4132	16042763.58	3156	417
2014	Nordeste	AL	4141	4346644.82	4010	1466
2014	Nordeste	AL	4142	2677475.49	2021	579
2014	Nordeste	AL	4151	162003.55	159	84
2014	Nordeste	AL	4152	2036660.02	742	119
2014	Nordeste	AL	4201	795902.79	564	263
2014	Nordeste	AL	4211	8458229.04	8509	2851
2014	Nordeste	AL	4212	310938.15	389	97
2014	Nordeste	AL	4213	303394.3	291	178
2014	Nordeste	AL	4221	6376490.03	6883	2763
2014	Nordeste	AL	4222	920138.58	830	263
2014	Nordeste	AL	4223	3563881.36	3846	136
2014	Nordeste	AL	4231	78724.7	75	25
2014	Nordeste	AL	4241	149434.04	150	49
2014	Nordeste	AL	5101	504168.16	306	175
2014	Nordeste	AL	5102	32312.73	22	21
2014	Nordeste	AL	5103	375966.63	211	82
2014	Nordeste	AL	5111	20620.63	17	13
2014	Nordeste	AL	5112	1919436.46	2010	75
2014	Nordeste	AL	5114	12935.06	14	9
2014	Nordeste	AL	5131	134176.42	97	55
2014	Nordeste	AL	5132	3946017.76	4330	1350
2014	Nordeste	AL	5133	1237608.7	1481	314
2014	Nordeste	AL	5134	6733993.41	7858	1687
2014	Nordeste	AL	5135	1210554.64	1481	566
2014	Nordeste	AL	5136	242126.99	254	164
2014	Nordeste	AL	5141	2268445.94	2806	735
2014	Nordeste	AL	5142	15892623.08	17976	1442
2014	Nordeste	AL	5143	13071565.47	15442	3533
2014	Nordeste	AL	5151	7327343.33	5401	163
2014	Nordeste	AL	5152	762464.51	665	173
2014	Nordeste	AL	5153	348743.59	343	63
2014	Nordeste	AL	5161	928512.43	1159	302
2014	Nordeste	AL	5162	104000.09	113	36
2014	Nordeste	AL	5163	721455.74	828	178
2014	Nordeste	AL	5164	40796.4	53	24
2014	Nordeste	AL	5165	168799.09	133	30
2014	Nordeste	AL	5166	125162.08	130	45
2014	Nordeste	AL	5167	208845.72	42	4
2014	Nordeste	AL	5168	926.88	1	1
2014	Nordeste	AL	5171	447914.46	415	24
2014	Nordeste	AL	5172	5211241.15	2037	59
2014	Nordeste	AL	5173	15483341.62	11938	697
2014	Nordeste	AL	5174	10919726.58	10982	2066
2014	Nordeste	AL	5191	1619895.62	1734	865
2014	Nordeste	AL	5192	136863.53	165	20
2014	Nordeste	AL	5193	74886.66	89	51
2014	Nordeste	AL	5199	943164.01	912	360
2014	Nordeste	AL	5201	2789405.83	1210	638
2014	Nordeste	AL	5211	35685814.54	36069	9703
2014	Nordeste	AL	5231	118166.57	132	65
2014	Nordeste	AL	5241	607864.93	483	128
2014	Nordeste	AL	5242	66896.59	69	12
2014	Nordeste	AL	5243	52017.06	65	27
2014	Nordeste	AL	6110	6835.76	9	8
2014	Nordeste	AL	6120	54534.17	42	5
2014	Nordeste	AL	6121	9569.18	5	5
2014	Nordeste	AL	6123	1535.2	2	1
2014	Nordeste	AL	6124	11179.59	11	5
2014	Nordeste	AL	6126	5792	8	1
2014	Nordeste	AL	6130	2976.44	4	1
2014	Nordeste	AL	6131	7826.78	10	7
2014	Nordeste	AL	6132	744.11	1	1
2014	Nordeste	AL	6133	3620	5	1
2014	Nordeste	AL	6134	4496.5	5	1
2014	Nordeste	AL	6201	1539352.59	833	102
2014	Nordeste	AL	6210	1585903.96	1774	331
2014	Nordeste	AL	6220	1065908.25	1208	416
2014	Nordeste	AL	6221	39993086.1	41358	319
2014	Nordeste	AL	6222	13149.62	13	6
2014	Nordeste	AL	6223	22939.24	27	3
2014	Nordeste	AL	6224	15373.54	22	6
2014	Nordeste	AL	6225	26231.36	34	12
2014	Nordeste	AL	6226	7576.13	10	3
2014	Nordeste	AL	6227	36620.18	44	11
2014	Nordeste	AL	6230	248102.16	293	74
2014	Nordeste	AL	6231	887611.36	1109	380
2014	Nordeste	AL	6232	44673.86	52	10
2014	Nordeste	AL	6233	278371.55	324	16
2014	Nordeste	AL	6234	0	1	1
2014	Nordeste	AL	6301	39542.28	9	7
2014	Nordeste	AL	6310	6760.9	8	3
2014	Nordeste	AL	6311	4644.35	6	1
2014	Nordeste	AL	6313	20191.75	25	4
2014	Nordeste	AL	6314	5284.86	6	3
2014	Nordeste	AL	6320	11612.07	15	4
2014	Nordeste	AL	6321	85486.66	99	13
2014	Nordeste	AL	6322	2806.62	2	2
2014	Nordeste	AL	6323	1944.11	2	2
2014	Nordeste	AL	6326	16739.45	20	13
2014	Nordeste	AL	6410	4480556.48	3494	438
2014	Nordeste	AL	6420	41888.13	38	11
2014	Nordeste	AL	6430	67901.03	36	14
2014	Nordeste	AL	7101	60350.51	17	9
2014	Nordeste	AL	7102	3163261.73	1103	429
2014	Nordeste	AL	7111	125627.82	82	22
2014	Nordeste	AL	7112	1381779.07	1103	166
2014	Nordeste	AL	7113	405865.11	111	17
2014	Nordeste	AL	7121	57266.71	47	18
2014	Nordeste	AL	7122	85585.53	82	30
2014	Nordeste	AL	7151	1929807.3	1158	237
2014	Nordeste	AL	7152	7120539.36	6542	1050
2014	Nordeste	AL	7153	860894.57	717	199
2014	Nordeste	AL	7154	508396.51	433	166
2014	Nordeste	AL	7155	1850838.79	1527	340
2014	Nordeste	AL	7156	4764416.5	1860	400
2014	Nordeste	AL	7157	120877.6	76	28
2014	Nordeste	AL	7161	59679.56	51	18
2014	Nordeste	AL	7162	2492.8	3	1
2014	Nordeste	AL	7163	176005.28	197	83
2014	Nordeste	AL	7164	205082.06	215	55
2014	Nordeste	AL	7165	84665.11	90	28
2014	Nordeste	AL	7166	1004769.47	887	234
2014	Nordeste	AL	7170	13569324.1	15828	1291
2014	Nordeste	AL	7201	518101.56	111	44
2014	Nordeste	AL	7202	242898.24	95	15
2014	Nordeste	AL	7211	114955.08	77	43
